model,dataset,metric,method,correction,prr_score
EuroLLM 9B,wmt14_fren,Comet WMT22,MSP,DEG3,0.4091621867136879
EuroLLM 9B,wmt19_deen,Comet WMT22,MSP,DEG3,0.46990771137476856
EuroLLM 9B,wmt19_fien,Comet WMT22,MSP,DEG3,0.35416166521409864
EuroLLM 9B,wmt19_lten,Comet WMT22,MSP,DEG3,0.3225699486725471
EuroLLM 9B,wmt19_ruen,Comet WMT22,MSP,DEG3,0.43485025720712084
EuroLLM 9B,wmt14_csen,Comet WMT22,PPL,RAW,0.5051788647626327
EuroLLM 9B,wmt14_deen,Comet WMT22,PPL,RAW,0.5049417287784129
EuroLLM 9B,wmt14_ruen,Comet WMT22,PPL,RAW,0.4335391795216228
EuroLLM 9B,wmt14_fren,Comet WMT22,PPL,RAW,0.43969643090250027
EuroLLM 9B,wmt19_deen,Comet WMT22,PPL,RAW,0.5155446385986024
EuroLLM 9B,wmt19_fien,Comet WMT22,PPL,RAW,0.48416355098725994
EuroLLM 9B,wmt19_lten,Comet WMT22,PPL,RAW,0.35689628849859456
EuroLLM 9B,wmt19_ruen,Comet WMT22,PPL,RAW,0.3247199723372336
EuroLLM 9B,wmt14_csen,Comet WMT22,PPL,DEG1,0.5311124030034439
EuroLLM 9B,wmt14_deen,Comet WMT22,PPL,DEG1,0.5311921101421534
EuroLLM 9B,wmt14_ruen,Comet WMT22,PPL,DEG1,0.5365639396195883
EuroLLM 9B,wmt14_fren,Comet WMT22,PPL,DEG1,0.47346933212950654
EuroLLM 9B,wmt19_deen,Comet WMT22,PPL,DEG1,0.5364370043120107
EuroLLM 9B,wmt19_fien,Comet WMT22,PPL,DEG1,0.4864477622176622
EuroLLM 9B,wmt19_lten,Comet WMT22,PPL,DEG1,0.40254352248933933
EuroLLM 9B,wmt19_ruen,Comet WMT22,PPL,DEG1,0.3943879546926203
EuroLLM 9B,wmt14_csen,Comet WMT22,PPL,DEG2,0.5166093718182984
EuroLLM 9B,wmt14_deen,Comet WMT22,PPL,DEG2,0.5326644621567524
EuroLLM 9B,wmt14_ruen,Comet WMT22,PPL,DEG2,0.4874195263929363
EuroLLM 9B,wmt14_fren,Comet WMT22,PPL,DEG2,0.4681608529235679
EuroLLM 9B,wmt19_deen,Comet WMT22,PPL,DEG2,0.5329456562860774
EuroLLM 9B,wmt19_fien,Comet WMT22,PPL,DEG2,0.4771828722396464
EuroLLM 9B,wmt19_lten,Comet WMT22,PPL,DEG2,0.3612414924596392
EuroLLM 9B,wmt19_ruen,Comet WMT22,PPL,DEG2,0.3818564521835304
EuroLLM 9B,wmt14_csen,Comet WMT22,PPL,DEG3,0.5289475099566062
EuroLLM 9B,wmt14_deen,Comet WMT22,PPL,DEG3,0.5305700468478468
EuroLLM 9B,wmt14_ruen,Comet WMT22,PPL,DEG3,0.5101078258056402
EuroLLM 9B,wmt14_fren,Comet WMT22,PPL,DEG3,0.4704529182986577
EuroLLM 9B,wmt19_deen,Comet WMT22,PPL,DEG3,0.5551685099167611
EuroLLM 9B,wmt19_fien,Comet WMT22,PPL,DEG3,0.4842177933901284
EuroLLM 9B,wmt19_lten,Comet WMT22,PPL,DEG3,0.4015160089280405
EuroLLM 9B,wmt19_ruen,Comet WMT22,PPL,DEG3,0.39636084165541363
EuroLLM 9B,wmt14_csen,Comet WMT22,MTE,RAW,0.5247172972858595
EuroLLM 9B,wmt14_deen,Comet WMT22,MTE,RAW,0.5165715683514618
EuroLLM 9B,wmt14_ruen,Comet WMT22,MTE,RAW,0.45563488662891766
EuroLLM 9B,wmt14_fren,Comet WMT22,MTE,RAW,0.4660276871996841
EuroLLM 9B,wmt19_deen,Comet WMT22,MTE,RAW,0.5110970489520962
EuroLLM 9B,wmt19_fien,Comet WMT22,MTE,RAW,0.5117610685909972
EuroLLM 9B,wmt19_lten,Comet WMT22,MTE,RAW,0.37197876352762277
EuroLLM 9B,wmt19_ruen,Comet WMT22,MTE,RAW,0.34064107141267563
EuroLLM 9B,wmt14_csen,Comet WMT22,MTE,DEG1,0.572164778573043
EuroLLM 9B,wmt14_deen,Comet WMT22,MTE,DEG1,0.5526184989843317
EuroLLM 9B,wmt14_ruen,Comet WMT22,MTE,DEG1,0.5639263846372549
EuroLLM 9B,wmt14_fren,Comet WMT22,MTE,DEG1,0.519768285613584
EuroLLM 9B,wmt19_deen,Comet WMT22,MTE,DEG1,0.5750898424786516
EuroLLM 9B,wmt19_fien,Comet WMT22,MTE,DEG1,0.5214511384450616
EuroLLM 9B,wmt19_lten,Comet WMT22,MTE,DEG1,0.4496417192360343
EuroLLM 9B,wmt19_ruen,Comet WMT22,MTE,DEG1,0.4534652121928809
EuroLLM 9B,wmt14_csen,Comet WMT22,MTE,DEG2,0.5572008423024385
EuroLLM 9B,wmt14_deen,Comet WMT22,MTE,DEG2,0.5563660946704246
EuroLLM 9B,wmt14_ruen,Comet WMT22,MTE,DEG2,0.523717081181791
EuroLLM 9B,wmt14_fren,Comet WMT22,MTE,DEG2,0.5115806763014635
EuroLLM 9B,wmt19_deen,Comet WMT22,MTE,DEG2,0.5686762369557677
EuroLLM 9B,wmt19_fien,Comet WMT22,MTE,DEG2,0.5108637489811513
EuroLLM 9B,wmt19_lten,Comet WMT22,MTE,DEG2,0.4040613046653205
EuroLLM 9B,wmt19_ruen,Comet WMT22,MTE,DEG2,0.43699147860175247
EuroLLM 9B,wmt14_csen,Comet WMT22,MTE,DEG3,0.5717107921333142
EuroLLM 9B,wmt14_deen,Comet WMT22,MTE,DEG3,0.5545912078602611
EuroLLM 9B,wmt14_ruen,Comet WMT22,MTE,DEG3,0.5488694706385346
EuroLLM 9B,wmt14_fren,Comet WMT22,MTE,DEG3,0.5162476235474542
EuroLLM 9B,wmt19_deen,Comet WMT22,MTE,DEG3,0.5908247859072079
EuroLLM 9B,wmt19_fien,Comet WMT22,MTE,DEG3,0.5207474436882272
EuroLLM 9B,wmt19_lten,Comet WMT22,MTE,DEG3,0.44484850157079187
EuroLLM 9B,wmt19_ruen,Comet WMT22,MTE,DEG3,0.4484410083953527
EuroLLM 9B,wmt14_csen,Comet WMT22,MCSE,RAW,0.3511622913544907
EuroLLM 9B,wmt14_deen,Comet WMT22,MCSE,RAW,0.3588279143001
EuroLLM 9B,wmt14_ruen,Comet WMT22,MCSE,RAW,0.4239800053615889
EuroLLM 9B,wmt14_fren,Comet WMT22,MCSE,RAW,0.283117118764891
EuroLLM 9B,wmt19_deen,Comet WMT22,MCSE,RAW,0.41402781758446267
EuroLLM 9B,wmt19_fien,Comet WMT22,MCSE,RAW,0.21142702409011477
EuroLLM 9B,wmt19_lten,Comet WMT22,MCSE,RAW,0.3431642287413338
EuroLLM 9B,wmt19_ruen,Comet WMT22,MCSE,RAW,0.42235859759301486
EuroLLM 9B,wmt14_csen,Comet WMT22,MCSE,DEG1,0.46209681102633676
EuroLLM 9B,wmt14_deen,Comet WMT22,MCSE,DEG1,0.4660796670675908
EuroLLM 9B,wmt14_ruen,Comet WMT22,MCSE,DEG1,0.4562980397259947
EuroLLM 9B,wmt14_fren,Comet WMT22,MCSE,DEG1,0.39553508783788
EuroLLM 9B,wmt19_deen,Comet WMT22,MCSE,DEG1,0.48674070608676256
EuroLLM 9B,wmt19_fien,Comet WMT22,MCSE,DEG1,0.3998107727504701
EuroLLM 9B,wmt19_lten,Comet WMT22,MCSE,DEG1,0.3747610967251543
EuroLLM 9B,wmt19_ruen,Comet WMT22,MCSE,DEG1,0.38935785177080406
EuroLLM 9B,wmt14_csen,Comet WMT22,MCSE,DEG2,0.4532972532800563
EuroLLM 9B,wmt14_deen,Comet WMT22,MCSE,DEG2,0.4527503583795378
EuroLLM 9B,wmt14_ruen,Comet WMT22,MCSE,DEG2,0.45420487985311353
EuroLLM 9B,wmt14_fren,Comet WMT22,MCSE,DEG2,0.39744335815501025
EuroLLM 9B,wmt19_deen,Comet WMT22,MCSE,DEG2,0.47953333532744186
EuroLLM 9B,wmt19_fien,Comet WMT22,MCSE,DEG2,0.3842143451713971
EuroLLM 9B,wmt19_lten,Comet WMT22,MCSE,DEG2,0.3546784223679281
EuroLLM 9B,wmt19_ruen,Comet WMT22,MCSE,DEG2,0.3826889269238106
EuroLLM 9B,wmt14_csen,Comet WMT22,MCSE,DEG3,0.4542138256446844
EuroLLM 9B,wmt14_deen,Comet WMT22,MCSE,DEG3,0.46212396773881
EuroLLM 9B,wmt14_ruen,Comet WMT22,MCSE,DEG3,0.451963994619829
EuroLLM 9B,wmt14_fren,Comet WMT22,MCSE,DEG3,0.3987193172101824
EuroLLM 9B,wmt19_deen,Comet WMT22,MCSE,DEG3,0.4806432522080782
EuroLLM 9B,wmt19_fien,Comet WMT22,MCSE,DEG3,0.38108491707761305
EuroLLM 9B,wmt19_lten,Comet WMT22,MCSE,DEG3,0.3463056495641097
EuroLLM 9B,wmt19_ruen,Comet WMT22,MCSE,DEG3,0.3852165150271257
EuroLLM 9B,wmt14_csen,Comet WMT22,MCNSE,RAW,0.22516026963927746
EuroLLM 9B,wmt14_deen,Comet WMT22,MCNSE,RAW,0.3567820614965771
EuroLLM 9B,wmt14_ruen,Comet WMT22,MCNSE,RAW,0.28236037792387975
EuroLLM 9B,wmt14_fren,Comet WMT22,MCNSE,RAW,0.22111983350603664
EuroLLM 9B,wmt19_deen,Comet WMT22,MCNSE,RAW,0.3378522161280529
EuroLLM 9B,wmt19_fien,Comet WMT22,MCNSE,RAW,0.35511884556999507
EuroLLM 9B,wmt19_lten,Comet WMT22,MCNSE,RAW,0.2772557868511457
EuroLLM 9B,wmt19_ruen,Comet WMT22,MCNSE,RAW,0.24489582703142596
EuroLLM 9B,wmt14_csen,Comet WMT22,MCNSE,DEG1,0.22029989250182822
EuroLLM 9B,wmt14_deen,Comet WMT22,MCNSE,DEG1,0.358743205260461
EuroLLM 9B,wmt14_ruen,Comet WMT22,MCNSE,DEG1,0.33430207090762837
EuroLLM 9B,wmt14_fren,Comet WMT22,MCNSE,DEG1,0.22046361304632306
EuroLLM 9B,wmt19_deen,Comet WMT22,MCNSE,DEG1,0.33736682140168545
EuroLLM 9B,wmt19_fien,Comet WMT22,MCNSE,DEG1,0.3462117502143236
EuroLLM 9B,wmt19_lten,Comet WMT22,MCNSE,DEG1,0.27931506129379297
EuroLLM 9B,wmt19_ruen,Comet WMT22,MCNSE,DEG1,0.2940844881675894
EuroLLM 9B,wmt14_csen,Comet WMT22,MCNSE,DEG2,0.19793126274976885
EuroLLM 9B,wmt14_deen,Comet WMT22,MCNSE,DEG2,0.35176307899414283
EuroLLM 9B,wmt14_ruen,Comet WMT22,MCNSE,DEG2,0.28388195850860143
EuroLLM 9B,wmt14_fren,Comet WMT22,MCNSE,DEG2,0.21010933409066795
EuroLLM 9B,wmt19_deen,Comet WMT22,MCNSE,DEG2,0.31049231728114124
EuroLLM 9B,wmt19_fien,Comet WMT22,MCNSE,DEG2,0.32760817508723317
EuroLLM 9B,wmt19_lten,Comet WMT22,MCNSE,DEG2,0.24818300354874898
EuroLLM 9B,wmt19_ruen,Comet WMT22,MCNSE,DEG2,0.28236054784731746
EuroLLM 9B,wmt14_csen,Comet WMT22,MCNSE,DEG3,0.1986741091589383
EuroLLM 9B,wmt14_deen,Comet WMT22,MCNSE,DEG3,0.35111536040219626
EuroLLM 9B,wmt14_ruen,Comet WMT22,MCNSE,DEG3,0.30664565813007355
EuroLLM 9B,wmt14_fren,Comet WMT22,MCNSE,DEG3,0.19484898718681468
EuroLLM 9B,wmt19_deen,Comet WMT22,MCNSE,DEG3,0.31004264707643053
EuroLLM 9B,wmt19_fien,Comet WMT22,MCNSE,DEG3,0.3156453255510628
EuroLLM 9B,wmt19_lten,Comet WMT22,MCNSE,DEG3,0.266178986588959
EuroLLM 9B,wmt19_ruen,Comet WMT22,MCNSE,DEG3,0.29101213227265443
EuroLLM 9B,wmt14_csen,Comet WMT22,LSRL,RAW,0.31715217573867377
EuroLLM 9B,wmt14_deen,Comet WMT22,LSRL,RAW,0.37517169479923623
EuroLLM 9B,wmt14_ruen,Comet WMT22,LSRL,RAW,0.31440259987242025
EuroLLM 9B,wmt14_fren,Comet WMT22,LSRL,RAW,0.2922287530582597
EuroLLM 9B,wmt19_deen,Comet WMT22,LSRL,RAW,0.40434975539859763
EuroLLM 9B,wmt19_fien,Comet WMT22,LSRL,RAW,0.3467080779853919
EuroLLM 9B,wmt19_lten,Comet WMT22,LSRL,RAW,0.3175446107106268
EuroLLM 9B,wmt19_ruen,Comet WMT22,LSRL,RAW,0.2588891380731487
EuroLLM 9B,wmt14_csen,Comet WMT22,LSRL,DEG1,0.31690958741399816
EuroLLM 9B,wmt14_deen,Comet WMT22,LSRL,DEG1,0.3739525917671691
EuroLLM 9B,wmt14_ruen,Comet WMT22,LSRL,DEG1,0.3559842880783196
EuroLLM 9B,wmt14_fren,Comet WMT22,LSRL,DEG1,0.2922668032820002
EuroLLM 9B,wmt19_deen,Comet WMT22,LSRL,DEG1,0.40676015080993405
EuroLLM 9B,wmt19_fien,Comet WMT22,LSRL,DEG1,0.35386166909106154
EuroLLM 9B,wmt19_lten,Comet WMT22,LSRL,DEG1,0.31298119489648923
EuroLLM 9B,wmt19_ruen,Comet WMT22,LSRL,DEG1,0.290768679897838
EuroLLM 9B,wmt14_csen,Comet WMT22,LSRL,DEG2,0.28870791949578345
EuroLLM 9B,wmt14_deen,Comet WMT22,LSRL,DEG2,0.36822473083385426
EuroLLM 9B,wmt14_ruen,Comet WMT22,LSRL,DEG2,0.30774818325709613
EuroLLM 9B,wmt14_fren,Comet WMT22,LSRL,DEG2,0.2911734882015783
EuroLLM 9B,wmt19_deen,Comet WMT22,LSRL,DEG2,0.4014608184347633
EuroLLM 9B,wmt19_fien,Comet WMT22,LSRL,DEG2,0.34924809927734524
EuroLLM 9B,wmt19_lten,Comet WMT22,LSRL,DEG2,0.2973984875038372
EuroLLM 9B,wmt19_ruen,Comet WMT22,LSRL,DEG2,0.28332946784869767
EuroLLM 9B,wmt14_csen,Comet WMT22,LSRL,DEG3,0.29978038687223085
EuroLLM 9B,wmt14_deen,Comet WMT22,LSRL,DEG3,0.3673976788088473
EuroLLM 9B,wmt14_ruen,Comet WMT22,LSRL,DEG3,0.32139634893837526
EuroLLM 9B,wmt14_fren,Comet WMT22,LSRL,DEG3,0.29094150269957986
EuroLLM 9B,wmt19_deen,Comet WMT22,LSRL,DEG3,0.4048194347716242
EuroLLM 9B,wmt19_fien,Comet WMT22,LSRL,DEG3,0.3486793195885466
EuroLLM 9B,wmt19_lten,Comet WMT22,LSRL,DEG3,0.313052544967521
EuroLLM 9B,wmt19_ruen,Comet WMT22,LSRL,DEG3,0.2977519314890561
